CPU_Name,Price,cpuValue,TDP,powerPerf,Benchmark,Brand,Power_Category,Usage,Power_Category 1,
Amd Opteron 2354,21266.6183,5.29,115,13.12,1509,AMD,0,Student,Basic,
Intel Celeron G1620T @ 2.40Ghz,3131.94,35.88,35,43.05,1507,Intel,0,Student,Basic,
Amd Phenom 9350E Quad-Core,252200.9599,0.44,65,23.1,1501,AMD,0,Student,Basic,
Intel Pentium G870 @ 3.10Ghz,5741.89,19.41,65,22.99,1495,Intel,0,Student,Basic,
Amd A4-7300 Apu,1468.2833,75.77,65,22.95,1492,AMD,0,Student,Basic,
Intel Celeron 3867U @ 1.80Ghz,7978.99,13.9,15,99.18,1488,Intel,0,Student,Basic,
Intel Core I3-2120T @ 2.60Ghz,9984.1773,11.1,35,42.47,1486,Intel,0,Student,Basic,
Intel Core2 Quad Q9000 @ 2.00Ghz,29007.73,3.8,45,32.89,1480,Intel,0,Student,Basic,
Intel Celeron G1610 @ 2.60Ghz,2759.09,39.95,55,26.88,1478,Intel,0,Student,Basic,
Amd Phenom Ii X3 720,4806.0365,22.74,95,15.43,1466,AMD,0,Student,Basic,
Intel Celeron G1620 @ 2.70Ghz,5240.0339,20.86,55,26.65,1466,Intel,0,Student,Basic,
Amd Opteron 1352,10140.7743,10.76,75,19.52,1464,AMD,0,Student,Basic,
Amd Phenom Ii N950 Quad-Core,8396.582,12.97,35,41.73,1460,AMD,0,Student,Basic,
Amd A8-3510Mx Apu,5750.0927,18.9,45,32.38,1457,AMD,0,Student,Basic,
Amd Phenom 9450E Quad-Core,7829.85,13.86,65,22.39,1455,AMD,0,Student,Basic,
Amd A6-6400K Apu,1477.2317,73.35,65,22.35,1453,AMD,0,Student,Basic,
Intel Xeon E5320 @ 1.86Ghz,2889.5875,37.43,80,18.13,1451,Intel,0,Student,Basic,
Intel Xeon X5272 @ 3.40Ghz,10439.8,10.36,80,18.14,1451,Intel,0,Student,Basic,
Intel Core I3-530 @ 2.93Ghz,8589.7183,12.58,73,19.85,1449,Intel,0,Student,Basic,
Intel Xeon E5240 @ 3.00Ghz,6620.3246,16.32,65,22.28,1448,Intel,0,Student,Basic,
Intel Pentium 4410Y @ 1.50Ghz,12005.77,8.97,6,240.71,1444,Intel,0,Student,Basic,
Amd Athlon Ii X3 415E,5592.75,19.21,45,32.02,1441,AMD,0,Student,Basic,
Amd Athlon X3 440,6561.4143,16.35,95,15.14,1438,AMD,0,Student,Basic,
Intel Pentium G860 @ 3.00Ghz,1709.8901,62.66,65,22.11,1437,Intel,0,Student,Basic,
Amd A4-6300 Apu,2161.7843,49.36,65,22.01,1431,AMD,0,Student,Basic,
Intel Xeon E3113 @ 3.00Ghz,730.0403,145.96,65,21.98,1429,Intel,0,Student,Basic,
Amd A6-5400B Apu,2158.0558,49.36,65,21.98,1428,AMD,0,Student,Basic,
Amd Phenom Ii X2 560,1788.1886,59.48,80,17.83,1426,AMD,0,Student,Basic,
Amd Phenom Ii X3 740,6635.9843,16,95,14.99,1424,AMD,0,Student,Basic,
Amd Phenom 9150E Quad-Core,18456.075,5.71,65,21.75,1414,AMD,0,Student,Basic,
Intel Celeron 5205U @ 1.90Ghz,7978.99,13.21,15,94.25,1414,Intel,0,Student,Basic,
Amd Phenom Ii P960 Quad-Core,2917.1784,36.1,35,40.35,1412,AMD,0,Student,Basic,
Intel Atom C2558 @ 2.40Ghz,10141.52,10.37,15,94,1410,Intel,0,Student,Basic,
Amd Phenom Ii X2 565,12592.6359,8.32,80,17.57,1405,AMD,0,Student,Basic,
Intel Pentium G6951 @ 2.80Ghz,5592.75,18.68,73,19.19,1401,Intel,0,Student,Basic,
Intel Celeron N4000 @ 1.10Ghz,7978.99,13.08,6,233.23,1399,Intel,0,Student,Basic,
Amd A8-3520M Apu,4101.35,25.42,35,39.94,1398,AMD,0,Student,Basic,
Amd Phenom Ii X2 B59,3580.8514,28.98,80,17.4,1392,AMD,0,Student,Basic,
Amd Phenom 8600B Triple-Core,1114.8215,92.96,95,14.63,1390,AMD,0,Student,Basic,
Amd Athlon 5150 Apu,7371.9902,14.05,25,55.57,1389,AMD,0,Student,Basic,
Intel Xeon L5310 @ 1.60Ghz,8389.125,12.31,50,27.7,1385,Intel,0,Student,Basic,
Amd A6-3500 Apu,5587.5301,18.44,65,21.25,1382,AMD,0,Student,Basic,
Intel Pentium G850 @ 2.90Ghz,7603.9029,13.47,65,21.13,1373,Intel,0,Student,Basic,
Intel Pentium 2020M @ 2.40Ghz,9992.38,10.2,35,39.06,1367,Intel,0,Student,Basic,
Intel Core2 Duo E8600 @ 3.33Ghz,11181.7715,9.09,65,20.96,1362,Intel,0,Student,Basic,
Amd Athlon Ii X2 280,5733.6873,17.62,65,20.84,1355,AMD,0,Student,Basic,
Intel Pentium 2030M @ 2.50Ghz,9992.38,10.1,35,38.66,1353,Intel,0,Student,Basic,
Intel Pentium G645 @ 2.90Ghz,6961.1095,14.5,65,20.82,1353,Intel,0,Student,Basic,
Amd A4-5300 Apu,2009.6615,50.06,65,20.76,1349,AMD,0,Student,Basic,
Intel Celeron 4205U @ 1.80Ghz,7978.99,12.53,15,89.41,1341,Intel,0,Student,Basic,
Intel Pentium G2020T @ 2.50Ghz,3549.532,28.08,35,38.19,1337,Intel,0,Student,Basic,
Intel Xeon L5240 @ 3.00Ghz,2341.498,42.57,40,33.42,1337,Intel,0,Student,Basic,
Intel Core I3-2370M @ 2.40Ghz,2758.3443,36.12,35,38.17,1336,Intel,0,Student,Basic,
Intel Celeron G1610T @ 2.30Ghz,1117.0586,89.04,35,38.11,1334,Intel,0,Student,Basic,
Amd Athlon Ii X3 405E,8418.953,11.79,45,29.58,1331,AMD,0,Student,Basic,
Amd A4-6300B Apu,2084.2315,47.51,65,20.43,1328,AMD,0,Student,Basic,
Amd Athlon X2 280,2497.3493,39.63,65,20.42,1327,AMD,0,Student,Basic,
Intel Core I5 750S @ 2.40Ghz,15673.8683,6.31,82,16.17,1326,Intel,0,Student,Basic,
Amd Athlon Ii X3 400E,1900.7893,51.8,45,29.34,1320,AMD,0,Student,Basic,
Intel Atom X7-Z8700 @ 1.60Ghz,5490.5891,17.9,4,329.52,1318,Intel,0,Student,Basic,
Amd Athlon X2 340 Dual Core,7083.4043,13.85,65,20.24,1315,AMD,0,Student,Basic,
Intel Core I5-480M @ 2.67Ghz,6010.342,16.27,35,37.48,1312,Intel,0,Student,Basic,
Intel Pentium 3550M @ 2.30Ghz,16101.1544,6.06,37,35.38,1309,Intel,0,Student,Basic,
Amd Phenom Ii X2 555,2756.1072,35.4,80,16.35,1308,AMD,0,Student,Basic,
Amd A8-3500M Apu,4470.4715,21.81,35,37.36,1308,AMD,0,Student,Basic,
Intel Xeon E5310 @ 1.60Ghz,3653.93,26.65,80,16.33,1306,Intel,0,Student,Basic,
Intel Pentium N3700 @ 1.60Ghz,33167.2446,2.9,6,214.74,1288,Intel,0,Student,Basic,
Amd Phenom 9100E Quad-Core,2606.2215,36.58,65,19.67,1279,AMD,0,Student,Basic,
Intel Core I5-460M @ 2.53Ghz,4843.3215,19.69,35,36.54,1279,Intel,0,Student,Basic,
Amd A6-5400K Apu,3879.1314,24.59,65,19.68,1279,AMD,0,Student,Basic,
Amd Sempron 240,2691.977,35.39,65,19.66,1278,AMD,0,Student,Basic,
Intel Pentium G630 @ 2.70Ghz,1117.8043,85.21,65,19.65,1277,Intel,0,Student,Basic,
Intel Pentium G640 @ 2.80Ghz,2237.1,42.34,65,19.54,1270,Intel,0,Student,Basic,
Intel Celeron G555 @ 2.70Ghz,2982.0543,31.71,65,19.51,1268,Intel,0,Student,Basic,
Intel Core I3-2350M @ 2.30Ghz,2686.7571,35.04,35,36.07,1263,Intel,0,Student,Basic,
Amd Phenom Ii N850 Triple-Core,1864.25,50.13,35,35.81,1253,AMD,0,Student,Basic,
Intel Xeon E3110 @ 3.00Ghz,14910.2715,6.21,65,19.11,1242,Intel,0,Student,Basic,
Intel Xeon X5260 @ 3.33Ghz,969.41,95.2,80,15.47,1238,Intel,0,Student,Basic,
Intel Core2 Duo E8500 @ 3.16Ghz,9690.3715,9.53,65,19.05,1238,Intel,0,Student,Basic,
Intel Atom X5-Z8500 @ 1.44Ghz,4665.8449,19.78,4,309.45,1238,Intel,0,Student,Basic,
Intel Core I3-2330M @ 2.20Ghz,2979.0715,30.9,35,35.27,1235,Intel,0,Student,Basic,
Amd Athlon Ii X2 270,1490.6543,61.75,65,18.99,1234,AMD,0,Student,Basic,
Amd Athlon Ii X2 265,1155.835,79.56,65,18.97,1233,AMD,0,Student,Basic,
Intel Core2 Duo T9900 @ 3.06Ghz,29749.7015,3.09,35,35.21,1232,Intel,0,Student,Basic,
Amd A6-3400M Apu,2161.7843,42.3,35,35.04,1226,AMD,0,Student,Basic,
Amd A4-4020 Apu,6785.87,13.47,65,18.85,1225,AMD,0,Student,Basic,
Amd Athlon Ii X2 B26,1860.5215,49.06,65,18.83,1224,AMD,0,Student,Basic,
Amd Phenom Ii X3 705E,11359.9938,8.02,65,18.81,1222,AMD,0,Student,Basic,
Intel Core I3-2328M @ 2.20Ghz,11193.7027,8.13,35,34.88,1221,Intel,0,Student,Basic,
Amd A4-5300B Apu,1935.0915,47.02,65,18.77,1220,AMD,0,Student,Basic,
Intel Pentium N3540 @ 2.16Ghz,18707.3759,4.85,7.5,162.12,1216,Intel,0,Student,Basic,
Amd Phenom 8450 Triple-Core,1266.9443,71.48,95,12.78,1214,AMD,0,Student,Basic,
Intel Core I5-430M @ 2.27Ghz,9690.3715,9.32,35,34.6,1211,Intel,0,Student,Basic,
Amd Phenom 8600 Triple-Core,3951.4643,22.84,95,12.74,1210,AMD,0,Student,Basic,
Intel Core I5-450M @ 2.40Ghz,2382.5115,37.8,35,34.51,1208,Intel,0,Student,Basic,
Intel Pentium G620 @ 2.60Ghz,894.0943,100.66,65,18.57,1207,Intel,0,Student,Basic,
Amd Phenom 8650 Triple-Core,1416.83,63.42,95,12.68,1205,AMD,0,Student,Basic,
Intel Celeron G550 @ 2.60Ghz,3653.93,24.49,65,18.46,1200,Intel,0,Student,Basic,
Amd A6-3410Mx Apu,297.5343,300.6,45,26.65,1199,AMD,0,Student,Basic,
Amd Opteron 2222,1416.83,63.08,95,12.62,1198,AMD,0,Student,Basic,
Intel Core I3-2310M @ 2.10Ghz,2979.0715,29.85,35,34.07,1193,Intel,0,Student,Basic,
Amd A4-4000 Apu,1489.1629,59.59,65,18.31,1190,AMD,0,Student,Basic,
Intel Core I3-3217U @ 1.80Ghz,14839.43,5.97,17,69.9,1188,Intel,0,Student,Basic,
Intel Celeron 3965Y @ 1.50Ghz,7978.99,11.02,6,196.53,1179,Intel,0,Student,Basic,
Intel Core I3-390M @ 2.67Ghz,2904.5015,30.25,35,33.66,1178,Intel,0,Student,Basic,
Amd Athlon Ii X2 B28,2909.7214,30.18,65,18.11,1177,AMD,0,Student,Basic,
Intel Pentium G840 @ 2.80Ghz,6303.4021,13.9,65,18.08,1175,Intel,0,Student,Basic,
Amd Phenom Ii X2 550,3125.2287,27.89,80,14.61,1169,AMD,0,Student,Basic,
Intel Core2 Duo E8400 @ 3.00Ghz,10439.8,8.35,65,17.98,1169,Intel,0,Student,Basic,
Intel Pentium E6800 @ 3.33Ghz,1860.5215,46.74,65,17.94,1166,Intel,0,Student,Basic,
Intel Pentium E5800 @ 3.20Ghz,10436.0715,8.33,65,17.93,1165,Intel,0,Student,Basic,
Intel Core I3-380M @ 2.53Ghz,3724.7715,23.32,35,33.28,1165,Intel,0,Student,Basic,
Amd Athlon Ii X2 255,935.8535,92.67,65,17.89,1163,AMD,0,Student,Basic,
Intel Core2 Duo T9800 @ 2.93Ghz,31609.4773,2.74,35,33.22,1163,Intel,0,Student,Basic,
Intel Core2 Duo E7600 @ 3.06Ghz,8944.6715,9.67,65,17.85,1161,Intel,0,Student,Basic,
Amd A6-5350M Apu,2469.7584,35.01,35,33.13,1160,AMD,0,Student,Basic,
Amd Phenom Ii P920 Quad-Core,4847.05,17.85,25,46.4,1160,AMD,0,Student,Basic,
Amd Athlon Ii X2 250E,5721.7561,15.05,45,25.67,1155,AMD,0,Student,Basic,
Intel Celeron N3160 @ 1.60Ghz,26024.93,3.31,6,192.42,1154,Intel,0,Student,Basic,
Amd Sempron 3850 Apu,3548.0406,24.22,25,46.1,1153,AMD,0,Student,Basic,
Intel Pentium E6700 @ 3.20Ghz,10453.9683,8.22,65,17.72,1152,Intel,0,Student,Basic,
Amd Phenom Ii X2 B55,2829.9315,30.34,80,14.39,1151,AMD,0,Student,Basic,
Intel Xeon W3505 @ 2.53Ghz,1108.1102,76.86,130,8.79,1142,Intel,0,Student,Basic,
Intel Core2 Duo E6850 @ 3.00Ghz,3817.984,22.26,65,17.53,1140,Intel,0,Student,Basic,
Intel Pentium G640T @ 2.40Ghz,6329.5016,13.42,35,32.54,1139,Intel,0,Student,Basic,
Intel Core2 Extreme X9100 @ 3.06Ghz,63459.07,1.34,44,25.89,1139,Intel,0,Student,Basic,
Intel Core2 Extreme X9000 @ 2.80Ghz,30569.9715,2.77,44,25.79,1135,Intel,0,Student,Basic,
Intel Celeron N3350 @ 1.10Ghz,20543.2893,4.09,6,187.73,1126,Intel,0,Student,Basic,
Intel Core I3-370M @ 2.40Ghz,2234.1172,37.57,35,32.16,1126,Intel,0,Student,Basic,
Intel Xeon L5320 @ 1.86Ghz,5219.1543,15.97,50,22.35,1118,Intel,0,Student,Basic,
Amd Athlon Ii X2 260,2982.0543,27.83,65,17.12,1113,AMD,0,Student,Basic,
Intel Celeron G540 @ 2.50Ghz,822.5071,100.59,65,17.07,1110,Intel,0,Student,Basic,
Amd Phenom Ii X2 545,3279.5886,25.18,80,13.84,1107,AMD,0,Student,Basic,
Amd Opteron 2220,77423.0482,1.07,95,11.64,1106,AMD,0,Student,Basic,
Amd Athlon Ii X2 210E,2124.4993,38.79,45,24.56,1105,AMD,0,Student,Basic,
Intel Celeron G530 @ 2.40Ghz,3653.1843,22.36,65,16.86,1096,Intel,0,Student,Basic,
Amd A4-3420 Apu,10141.52,8.04,65,16.83,1094,AMD,0,Student,Basic,
Intel Core2 Extreme X7900 @ 2.80Ghz,11927.4715,6.83,44,24.83,1093,Intel,0,Student,Basic,
Intel Celeron 2002E @ 1.50Ghz,6413.02,12.68,25,43.63,1091,Intel,0,Student,Basic,
Intel Pentium B970 @ 2.30Ghz,3802.3243,21.4,35,31.17,1091,Intel,0,Student,Basic,
Intel Core2 Duo E7500 @ 2.93Ghz,7429.4091,10.94,65,16.76,1090,Intel,0,Student,Basic,
Intel Celeron G1101 @ 2.27Ghz,1474.2489,54.92,73,14.87,1086,Intel,0,Student,Basic,
Amd Phenom 8250E Triple-Core,3504.0443,23.08,65,16.68,1084,AMD,0,Student,Basic,
Amd Athlon Ii X2 250,2904.5015,27.8,65,16.66,1083,AMD,0,Student,Basic,
Amd Athlon Ii X2 245E,1490.6543,53.77,45,23.89,1075,AMD,0,Student,Basic,
Amd Athlon Ii X2 B24,1797.137,44.53,65,16.51,1073,AMD,0,Student,Basic,
Intel Pentium E6500 @ 2.93Ghz,7137.0947,11.21,65,16.51,1073,Intel,0,Student,Basic,
Intel Pentium E6600 @ 3.06Ghz,1266.9443,63.11,65,16.49,1072,Intel,0,Student,Basic,
Amd A4-3400 Apu,1491.4,53.31,65,16.4,1066,AMD,0,Student,Basic,
Intel Pentium B980 @ 2.40Ghz,2670.3517,29.71,35,30.4,1064,Intel,0,Student,Basic,
Intel Core2 Duo E8200 @ 2.66Ghz,5666.5743,14,65,16.36,1064,Intel,0,Student,Basic,
Intel Core I3-350M @ 2.27Ghz,2162.53,36.63,35,30.35,1062,Intel,0,Student,Basic,
Intel Pentium G6950 @ 2.80Ghz,5891.03,13.43,73,14.53,1061,Intel,0,Student,Basic,
Intel Celeron G530T @ 2.00Ghz,1266.9443,62.15,35,30.17,1056,Intel,0,Student,Basic,
Intel Xeon W3503 @ 2.40Ghz,744.9543,105.35,130,8.1,1052,Intel,0,Student,Basic,
Intel Core2 Duo T9600 @ 2.80Ghz,4097.6215,19.13,35,30.03,1051,Intel,0,Student,Basic,
Amd Athlon Ii X2 235E,7270.575,10.75,45,23.3,1049,AMD,0,Student,Basic,
Amd Athlon 7850 Dual-Core,7456.2543,10.37,95,10.91,1037,AMD,0,Student,Basic,
Amd Athlon Ii X2 B22,1935.0915,39.93,65,15.94,1036,AMD,0,Student,Basic,
Amd Opteron 2218,7189.2937,10.75,95,10.91,1036,AMD,0,Student,Basic,
Intel Core2 Duo E8300 @ 2.83Ghz,1490.6543,51.71,65,15.9,1034,Intel,0,Student,Basic,
Intel Pentium G630T @ 2.30Ghz,6269.0999,12.24,35,29.4,1029,Intel,0,Student,Basic,
Amd A6-4400M Apu,2013.39,38,35,29.31,1026,AMD,0,Student,Basic,
Intel Xeon 3070 @ 2.66Ghz,2136.4305,35.78,65,15.77,1025,Intel,0,Student,Basic,
Amd Athlon Ii X2 220,4470.4715,17.07,65,15.75,1024,AMD,0,Student,Basic,
Amd Phenom Ii N660 Dual-Core,6636.73,11.51,35,29.26,1024,AMD,0,Student,Basic,
Amd Athlon Ii X2 245,935.8535,81.47,65,15.73,1022,AMD,0,Student,Basic,
Intel Pentium 2127U @ 1.90Ghz,9992.38,7.59,17,59.87,1018,Intel,0,Student,Basic,
Intel Pentium E5700 @ 3.00Ghz,3727.7543,20.35,65,15.65,1017,Intel,0,Student,Basic,
Intel Core2 Duo T9500 @ 2.60Ghz,8055.0514,9.4,35,29.02,1016,Intel,0,Student,Basic,
Intel Core2 Duo E6700 @ 2.66Ghz,2236.3543,33.76,65,15.57,1012,Intel,0,Student,Basic,
Intel Core2 Duo P9600 @ 2.53Ghz,7382.43,10.22,25,40.46,1012,Intel,0,Student,Basic,
Intel Core2 Duo E6750 @ 2.66Ghz,768.071,98.06,65,15.54,1010,Intel,0,Student,Basic,
Intel Pentium E5500 @ 2.80Ghz,1192.3743,63.14,65,15.53,1010,Intel,0,Student,Basic,
Intel Pentium E6300 @ 2.80Ghz,3120.7545,23.89,65,15.38,1000,Intel,0,Student,Basic,
Intel Pentium 2117U @ 1.80Ghz,9992.38,7.45,17,58.7,998,Intel,0,Student,Basic,
Intel Core I3-330M @ 2.13Ghz,11181.7715,6.65,35,28.48,997,Intel,0,Student,Basic,
Amd Phenom Ii N620 Dual-Core,297.5343,248.09,35,28.28,990,AMD,0,Student,Basic,
Amd Athlon Ii X2 240E,2825.4573,25.86,45,21.77,980,AMD,0,Student,Basic,
Intel Core2 Duo E7400 @ 2.80Ghz,1117.8043,65.35,65,15.07,980,Intel,0,Student,Basic,
Amd Phenom X3 8550,2233.3715,32.59,95,10.27,976,AMD,0,Student,Basic,
Intel Core2 Duo T7800 @ 2.60Ghz,45337.8143,1.6,35,27.88,976,Intel,0,Student,Basic,
Amd Athlon 64 Fx-74,37247.715,1.95,125,7.78,972,AMD,0,Student,Basic,
Amd A4-3300 Apu,4221.4077,17.15,65,14.93,971,AMD,0,Student,Basic,
Amd A4-4300M Apu,2226.6602,32.51,35,27.73,971,AMD,0,Student,Basic,
Amd Athlon 64 X2 Dual Core 6400+,18638.7715,3.87,125,7.74,967,AMD,0,Student,Basic,
Amd Phenom Ii N640 Dual-Core,4097.6215,17.57,35,27.58,965,AMD,0,Student,Basic,
Intel Core2 Duo E7300 @ 2.66Ghz,2466.0299,29.15,65,14.83,964,Intel,0,Student,Basic,
Intel Xeon 5160 @ 3.00Ghz,3243.795,22.14,80,12.04,963,Intel,0,Student,Basic,
Intel Atom C2538 @ 2.40Ghz,7755.28,9.23,15,64.01,960,Intel,0,Student,Basic,
Amd Athlon Ii X2 215,2160.2929,33.09,65,14.75,959,AMD,0,Student,Basic,
Intel Core2 Duo P9500 @ 2.53Ghz,74494.6843,0.96,25,38.36,959,Intel,0,Student,Basic,
Amd Opteron 285,1860.5215,38.3,95,10.06,956,AMD,0,Student,Basic,
Intel Core2 Duo P8700 @ 2.53Ghz,6334.7215,11.26,25,38.25,956,Intel,0,Student,Basic,
Amd E2-3200 Apu,595.8143,119.23,65,14.66,953,AMD,0,Student,Basic,
Amd Opteron 290,10066.95,7.05,95,10.02,952,AMD,0,Student,Basic,
Amd Athlon 7750 Dual-Core,5964.8543,11.88,95,10.01,951,AMD,0,Student,Basic,
Intel Core2 Duo Sp9400 @ 2.40Ghz,21177.88,3.34,25,37.93,948,Intel,0,Student,Basic,
Intel Core2 Duo E7200 @ 2.53Ghz,3504.79,20.14,65,14.56,947,Intel,0,Student,Basic,
Amd Athlon 64 Fx-62 Dual Core,27963.75,2.51,125,7.54,943,AMD,0,Student,Basic,
Intel Core2 Duo T9400 @ 2.53Ghz,3351.9215,20.93,35,26.88,941,Intel,0,Student,Basic,
Intel Core2 Duo P8800 @ 2.66Ghz,4249.7443,16.49,25,37.59,940,Intel,0,Student,Basic,
Intel Core2 Duo T9300 @ 2.50Ghz,7080.4215,9.9,35,26.86,940,Intel,0,Student,Basic,
Intel Xeon 3060 @ 2.40Ghz,1714.3643,40.84,65,14.44,939,Intel,0,Student,Basic,
Intel Core2 Duo T9550 @ 2.66Ghz,22292.7015,3.13,35,26.77,937,Intel,0,Student,Basic,
Intel Pentium E5400 @ 2.70Ghz,6917.1132,10.09,65,14.4,936,Intel,0,Student,Basic,
Amd Athlon Ii X2 240,1860.5215,37.46,65,14.38,935,AMD,0,Student,Basic,
Intel Celeron E3500 @ 2.70Ghz,1565.97,44.54,65,14.39,935,Intel,0,Student,Basic,
Amd Phenom Ii P650 Dual-Core,2609.95,26.66,35,26.66,933,AMD,0,Student,Basic,
Intel Xeon L3406 @ 2.27Ghz,19775.2183,3.5,30,30.94,928,Intel,0,Student,Basic,
Amd Athlon 64 X2 Dual Core 5600+,7994.6497,8.61,89,10.37,923,AMD,0,Student,Basic,
Amd Turion Ii Ultra Dual-Core Mobile M600,1249.7932,55.1,35,26.38,923,AMD,0,Student,Basic,
Amd Athlon 64 X2 Dual Core 6000+,2870.945,23.87,89,10.33,919,AMD,0,Student,Basic,
Intel Celeron 3205U @ 1.50Ghz,21404.5728,3.2,15,61.19,918,Intel,0,Student,Basic,
Intel Xeon 5148 @ 2.33Ghz,1491.4,45.62,40,22.81,912,Intel,0,Student,Basic,
Amd Athlon 64 X2 Dual Core 5400+,3951.4643,17.16,65,13.99,910,AMD,0,Student,Basic,
Intel Pentium B960 @ 2.20Ghz,2884.3676,23.53,35,26,910,Intel,0,Student,Basic,
Amd Opteron 2220 Se,1864.25,36.35,119,7.64,909,AMD,0,Student,Basic,
Intel Atom X5-Z8350 @ 1.44Ghz,1565.97,43.29,4,227.26,909,Intel,0,Student,Basic,
Intel Core2 Duo T8300 @ 2.40Ghz,8124.4015,8.32,35,25.9,906,Intel,0,Student,Basic,
Intel Pentium E5300 @ 2.60Ghz,4436.1693,15.22,65,13.93,906,Intel,0,Student,Basic,
Intel Core2 Duo E6600 @ 2.40Ghz,2616.6613,25.68,65,13.86,901,Intel,0,Student,Basic,
Intel Pentium G620T @ 2.20Ghz,1490.6543,44.84,35,25.61,896,Intel,0,Student,Basic,
Amd Turion Ii P540 Dual-Core,3724.7715,17.7,35,25.26,884,AMD,0,Student,Basic,
Amd Sempron X2 190,6222.1208,10.53,45,19.53,879,AMD,0,Student,Basic,
Intel Core2 Duo E6550 @ 2.33Ghz,991.781,65.78,65,13.46,875,Intel,0,Student,Basic,
Amd Athlon 5200 Dual-Core,6636.73,9.77,75,11.59,869,AMD,0,Student,Basic,
Intel Core2 Duo P7550 @ 2.26Ghz,17150.3543,3.78,25,34.74,868,Intel,0,Student,Basic,
Intel Pentium E5200 @ 2.50Ghz,3724.0258,17.35,65,13.33,867,Intel,0,Student,Basic,
Intel Xeon 3065 @ 2.33Ghz,1558.513,41.49,65,13.34,867,Intel,0,Student,Basic,
Amd Turion 64 X2 Mobile Tl-68,6711.3,9.56,35,24.59,861,AMD,0,Student,Basic,
Intel Celeron E3200 @ 2.40Ghz,1490.6543,43.02,65,13.23,860,Intel,0,Student,Basic,
Amd Athlon 7550 Dual-Core,1114.8215,57.47,95,9.04,859,AMD,0,Student,Basic,
Intel Xeon 5140 @ 2.33Ghz,2758.3443,23.16,65,13.18,857,Intel,0,Student,Basic,
Amd Turion Ii N530 Dual-Core,2237.1,28.51,35,24.44,855,AMD,0,Student,Basic,
Intel Core2 Duo P8600 @ 2.40Ghz,3667.3526,17.35,25,34.13,853,Intel,0,Student,Basic,
Intel Pentium P6100 @ 2.00Ghz,2120.7708,29.89,35,24.29,850,Intel,0,Student,Basic,
Intel Pentium P6200 @ 2.13Ghz,1860.5215,33.94,35,24.2,847,Intel,0,Student,Basic,
Intel Xeon 3050 @ 2.13Ghz,11778.3315,5.32,65,12.93,841,Intel,0,Student,Basic,
Intel Xeon 5150 @ 2.66Ghz,2310.9243,27.11,65,12.92,840,Intel,0,Student,Basic,
Amd Opteron 275,7453.2715,8.4,95,8.83,839,AMD,0,Student,Basic,
Intel Xeon E5205 @ 1.86Ghz,1064.1139,58.75,65,12.9,838,Intel,0,Student,Basic,
Intel Xeon E5502 @ 1.87Ghz,5965.6,10.46,80,10.46,837,Intel,0,Student,Basic,
Intel Celeron E3300 @ 2.50Ghz,4830.6446,12.92,65,12.87,837,Intel,0,Student,Basic,
Amd Athlon Dual Core 5000B,7084.15,8.79,65,12.84,835,AMD,0,Student,Basic,
Amd Athlon 5000 Dual-Core,8198.9715,7.59,65,12.84,835,AMD,0,Student,Basic,
Intel Pentium B940 @ 2.00Ghz,2232.6258,27.78,35,23.77,832,Intel,0,Student,Basic,
Amd Turion Ii Dual-Core Mobile M520,5152.787,12.01,35,23.71,830,AMD,0,Student,Basic,
Intel Core2 Duo E4600 @ 2.40Ghz,11778.3315,5.25,65,12.76,829,Intel,0,Student,Basic,
Intel Celeron E3400 @ 2.60Ghz,1117.8043,55.32,65,12.76,829,Intel,0,Student,Basic,
Intel Core2 Duo P8400 @ 2.26Ghz,22148.0357,2.79,25,33.09,827,Intel,0,Student,Basic,
Amd Sempron X2 180,5175.158,11.9,45,18.35,826,AMD,0,Student,Basic,
Intel Core2 Duo T7700 @ 2.40Ghz,9690.3715,6.35,35,23.56,825,Intel,0,Student,Basic,
Intel Core2 Duo T7500 @ 2.20Ghz,3205.7643,19.14,35,23.51,823,Intel,0,Student,Basic,
Intel Core2 Extreme X6800 @ 2.93Ghz,19659.6348,3.12,75,10.98,823,Intel,0,Student,Basic,
Intel Atom X5-Z8300 @ 1.44Ghz,9917.0643,6.16,4,204.66,819,Intel,0,Student,Basic,
Amd Athlon 64 X2 Dual Core 5200+,4474.2,13.54,65,12.5,812,AMD,0,Student,Basic,
Intel Celeron B830 @ 1.80Ghz,3727.7543,16.25,35,23.21,812,Intel,0,Student,Basic,
Intel Core2 Duo E4700 @ 2.60Ghz,2012.6443,30.04,65,12.47,811,Intel,0,Student,Basic,
Intel Xeon E5503 @ 2.00Ghz,9708.2683,6.18,80,10.05,804,Intel,0,Student,Basic,
Intel Celeron 1007U @ 1.50Ghz,13794.7043,4.31,17,46.93,798,Intel,0,Student,Basic,
Amd Athlon 64 X2 Dual Core 5800+,2233.3715,26.6,89,8.95,797,AMD,0,Student,Basic,
Intel Xeon 5130 @ 2.00Ghz,3653.1843,16.22,65,12.23,795,Intel,0,Student,Basic,
Intel Pentium E2220 @ 2.40Ghz,4101.35,14.42,65,12.21,793,Intel,0,Student,Basic,
Intel Pentium T4500 @ 2.30Ghz,2233.3715,26.48,35,22.66,793,Intel,0,Student,Basic,
Amd Turion X2 Ultra Dual-Core Mobile Zm-84,3724.7715,15.87,35,22.65,793,AMD,0,Student,Basic,
Intel Xeon 3040 @ 1.86Ghz,1867.2328,31.52,65,12.14,789,Intel,0,Student,Basic,
